104,600960,渤海汽车,详细  数据,1690万,-78.08,25.27亿,73.27,21.99亿,5892万,9670万,5798万,24.83亿,2650万,2861万,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600960.html
105,600929,湖南盐业,详细  数据,8699万,5.93,10.65亿,-4.59,5.65亿,2.35亿,7083万,749万,9.54亿,1.14亿,1.12亿,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600929.html
106,600900,长江电力,详细  数据,85.72亿,0.59,204亿,6.00,87.57亿,887万,2.61亿,26.58亿,122亿,104亿,102亿,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600900.html
107,600890,中房股份,详细  数据,-1468万,29.70,25.87万,-24.78,240万,0,1235万,-83.43万,1454万,-1468万,-1468万,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600890.html
108,600816,*ST安信,详细  数据,1158万,-98.93,4.52亿,-91.68,-,-,1.8亿,-,4.99亿,-1.21亿,1858万,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600816.html
109,600811,东方集团,详细  数据,3.52亿,-33.04,55.81亿,29.94,54.77亿,4909万,1.98亿,4.6亿,61.99亿,2.75亿,2.74亿,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600811.html
110,600803,新奥股份,详细  数据,19.02亿,25.29,452亿,0.43,375亿,6.18亿,16.18亿,6.45亿,408亿,60.59亿,62.27亿,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600803.html
111,600793,宜宾纸业,详细  数据,1713万,-92.13,6.4亿,-8.00,5.96亿,2440万,3607万,5659万,7.2亿,1617万,1713万,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600793.html
112,600783,鲁信创投,详细  数据,5187万,-78.18,1.12亿,13.85,7575万,672万,3664万,3573万,1.63亿,5162万,5349万,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600783.html
113,600776,东方通信,详细  数据,5057万,-10.17,11.78亿,11.40,10.02亿,3565万,3604万,-1004万,11.38亿,5884万,6285万,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600776.html
114,600760,中航沈飞,详细  数据,4.31亿,331.68,113亿,80.35,103亿,433万,3.11亿,-2534万,107亿,5.14亿,5.13亿,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600760.html
115,600759,洲际油气,详细  数据,3061万,-46.36,13.4亿,-27.75,4.16亿,1.21亿,9869万,2.86亿,12.48亿,8944万,8836万,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600759.html
116,600751,海航科技,详细  数据,1.39亿,16873,1570亿,4.55,1459亿,19.45亿,67.42亿,17.76亿,1565亿,5.37亿,5.37亿,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600751.html
117,600745,闻泰科技,详细  数据,1.96亿,210.65,114亿,110.71,105亿,3570万,1.97亿,2.08亿,113亿,2.77亿,2.8亿,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600745.html
118,600744,华银电力,详细  数据,-1.78亿,-863.05,33.79亿,-21.63,31.86亿,596万,7459万,2.65亿,35.8亿,-1.61亿,-1.61亿,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600744.html
119,600730,中国高科,详细  数据,29.43万,105.21,5841万,16.28,901万,932万,2631万,1916万,7369万,1312万,1290万,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600730.html
120,600649,城投控股,详细  数据,3.74亿,-47.15,18.23亿,-56.02,15.89亿,1484万,3181万,1634万,16.15亿,4.91亿,5.17亿,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600649.html
121,600619,海立股份,详细  数据,1.69亿,0.78,68.25亿,-2.27,59.23亿,1.71亿,2.22亿,5761万,66.21亿,2.46亿,2.47亿,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/zcfz/600619.html
