96,873509,大元建材,详细,0.09,8350万,-7.82,-,232万,20.27,-,1.1762,8.21,0.4976,11.86,-,-,09-03,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/873509.html
97,839749,炬申物流,详细,0.8,7.97亿,80.02,17.57,7754万,97.89,-27.32,1.68,47.24,0.7693,16.52,不分配不转增,-,09-03,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/839749.html
98,688551,科威尔,详细,1.03,1.69亿,21.04,-,6163万,81.50,-,3.1299,38.76,0.8238,65.13,-,专用设备,09-03,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/688551.html
99,870040,思源股份,详细,0.45,2.58亿,15.87,3.09,2100万,-11.20,-46.82,2.5,19.67,-0.4499,23.66,不分配不转增,-,09-02,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/870040.html
100,833431,金海科技,详细,-0.23,5167万,-35.41,-,-1256万,-499.71,-,1.0776,-19.38,0.0475,16.90,-,-,09-02,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/833431.html
101,605369,拱东医疗,详细,1.89,5.53亿,14.59,-,1.14亿,33.75,-,6.7541,31.48,2.0389,44.42,-,医疗行业,09-02,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/605369.html
102,003001,中岩大地,详细,1.76,10.24亿,34.92,-,1.29亿,39.87,-,6.9841,28.73,1.3234,23.25,-,工程建设,09-02,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/003001.html
103,003000,华文食品,详细,-,8.95亿,11.17,-,1.18亿,2.85,-,1.7904,19.62,0.5254,30.69,-,食品饮料,09-02,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/003000.html
104,873508,韫昊电器,详细,0.08,1914万,-8.53,-,28.62万,887.88,-,1.2033,6.25,-0.0645,22.68,-,-,09-01,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/873508.html
105,833637,福建三星,详细,0.57,1.93亿,-0.01,-,4183万,17.81,-,3.92,14.62,0.7486,38.19,10派3.50,-,09-01,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/833637.html
106,831571,ST洋股,详细,-0.2251,-,-,-,-1053万,66.67,-,0.2318,-,0,-,-,-,09-01,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/831571.html
107,688559,海目星,详细,0.97,10.31亿,28.75,-,1.46亿,74.63,-,4.3626,25.06,0.9423,36.25,-,专用设备,09-01,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/688559.html
108,603112,华翔股份,详细,0.47,20.48亿,2.64,-,1.74亿,23.76,-,3.1362,15.98,0.2771,22.33,-,金属制品,09-01,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/603112.html
109,003006,百亚股份,详细,0.33,11.49亿,19.59,-,1.28亿,43.43,-,1.8197,20.02,0.3429,45.91,-,造纸印刷,09-01,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/003006.html
110,873200,ST容德,详细,0.0341,1793万,-19.91,-,43.2万,-28.89,-,1.1976,2.88,0.0063,15.86,不分配不转增,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/873200.html
111,871642,通易航天,详细,0.525,9087万,11.99,-31.08,3262万,45.00,-80.09,1.6,36.98,0.7954,74.46,不分配不转增,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/871642.html
112,870790,蓝色星际,详细,0.29,3.04亿,11.64,-,5656万,15.01,-,2.37,13.23,0.0922,53.22,不分配不转增,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/870790.html
113,870645,ST火柴,详细,-0.22,2.21亿,43.10,-,-2032万,-185.90,-,1.23,-16.52,-0.0755,88.45,不分配不转增,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/870645.html
114,839295,金百汇,详细,0.49,1.41亿,70.62,278.72,2560万,148.07,491.94,1.6,36.13,0.1541,33.85,不分配不转增,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/839295.html
115,838790,卡尔股份,详细,0.83,3.25亿,18.78,-,4959万,15.14,-,3.64,24.33,1.1208,30.88,10派4.00,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/838790.html
116,837684,英妮股份,详细,-0.93,75.69万,-99.06,-,-4670万,2462,-,1.22,1007,0.0302,-42.10,不分配不转增,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/837684.html
117,836856,ST华煜,详细,-1.14,7.54万,-90.18,-,-4444万,-949.99,-,0.17,-153.14,-0.0989,30.50,不分配不转增,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/836856.html
118,836464,华成智云,详细,0.65,1.18亿,18.75,-,2583万,138.28,-,2.92,24.85,-0.0842,41.53,10送4.204809转2.79519,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/836464.html
119,835890,圣石激光,详细,-0.27,8460万,28.29,-,-577万,-291.45,-,1.3,-19.07,-0.4511,36.77,不分配不转增,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/835890.html
120,835811,唯达技术,详细,0.57,1.19亿,45.21,-,2100万,1006,-,4.43,13.95,-0.2812,45.90,不分配不转增,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/835811.html
121,835598,ST云上,详细,0.49,1.34亿,132.92,-,1838万,-1.94,-,2.44,22.23,-0.1369,20.43,不分配不转增,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/835598.html
122,835457,建科集团,详细,1.02,2.96亿,59.90,-,5791万,12.42,-,6.6,16.47,0.6383,44.09,10派3.00,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/835457.html
123,835334,中科迈德,详细,-0.0099,2941万,-38.65,-,-23.86万,98.78,-,0.63,-1.56,-0.088,29.77,不分配不转增,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/835334.html
124,835131,世纪坐标,详细,-1.25,629万,-71.63,-,-750万,-7485,-,0.45,-118.36,0.533,15.94,不分配不转增,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/835131.html
125,833427,华维设计,详细,0.8,1.9亿,20.99,-,4976万,31.56,-,1.99,38.69,0.543,46.79,不分配不转增,-,08-31,http://data.eastmoney.comhttp://data.eastmoney.com/bbsj/yjbb/833427.html
